酒柜(2),【授权公告】,同族：1,引证：0,被引：0
使用霍尔开关判断其门体开关状态的酒柜,【授权公告】,同族：1,引证：0,被引：0
一种安全透气的保护网,【授权公告】,同族：1,引证：0,被引：0
冰箱用组合式搁架,【授权公告】,同族：1,引证：0,被引：0
冷藏箱门框板和内胆的连接结构,【授权公告】,同族：1,引证：0,被引：0
一种机箱的底脚螺栓固定结构,【授权公告】,同族：1,引证：0,被引：0
新型搁物架,【授权公告】,同族：1,引证：0,被引：0
一种展示柜使用的灯罩装配结构,【授权公告】,同族：1,引证：0,被引：0
展示柜,【授权公告】,同族：1,引证：0,被引：0
冰箱(四门内置把手),【授权公告】,同族：1,引证：0,被引：0
冰箱用冷冻蒸发器的饰条,【授权公告】,同族：1,引证：0,被引：0
一种安全可靠的冰箱LED照明装置,【授权公告】,同族：1,引证：0,被引：0
冰箱(内置把手),【授权公告】,同族：1,引证：0,被引：0
冰箱(豪华),【授权公告】,同族：1,引证：0,被引：0
安全锁具,【公开】,同族：1,引证：12,被引：1
新型安全锁具,【授权公告】,同族：1,引证：0,被引：0
冰箱(印花玻璃),【授权公告】,同族：1,引证：0,被引：0
冰箱(三开门),【授权公告】,同族：1,引证：0,被引：0
冰箱(流线型),【授权公告】,同族：1,引证：0,被引：0
一种设置有微冻室的冰箱,【授权公告】,同族：1,引证：0,被引：0
冰箱(钢板门),【授权公告】,同族：1,引证：0,被引：0
节能风冷冰箱及风冷冰箱的节能控制方法,【公开】,同族：1,引证：12,被引：2
一种冷藏箱冷凝水蒸发装置,【授权公告】,同族：1,引证：0,被引：0
冰箱(大把手钢板门),【授权公告】,同族：1,引证：0,被引：0
一种带前开门的卧式冷柜,【授权公告】,同族：1,引证：0,被引：0
一种用于冰箱或冰柜的新型果菜盒,【授权公告】,同族：1,引证：0,被引：0
一种具有安全遥控设置功能的冷冻冷藏箱,【公开】,同族：1,引证：8,被引：0
具有安全遥控设置功能的冷冻冷藏箱,【授权公告】,同族：1,引证：0,被引：0
冰箱(窄边饰条玻璃门),【授权公告】,同族：1,引证：0,被引：0
一种多温区制冷系统PD节能控制方法,【公开】,同族：2,引证：12,被引：2
冰箱(弧形把手),【授权公告】,同族：1,引证：0,被引：0
冰箱(钢板门),【授权公告】,同族：1,引证：0,被引：0
一种多温区制冷系统PD节能控制方法,【授权公告】,同族：2,引证：12,被引：2
一种用于冰箱的玻璃搁板结构,【授权公告】,同族：1,引证：0,被引：0
冰箱冷藏室的蒸发器,【授权公告】,同族：1,引证：0,被引：0
一种新型冰箱结构,【授权公告】,同族：1,引证：0,被引：0
冰箱冰堵和凝露检测器,【授权公告】,同族：1,引证：0,被引：0
冰箱(不对称把手),【授权公告】,同族：1,引证：0,被引：0
一种新型冰柜,【授权公告】,同族：1,引证：0,被引：0
冷冻箱使用的开门器,【授权公告】,同族：1,引证：0,被引：0
一种带有顶开门与侧开门的冰柜,【授权公告】,同族：1,引证：0,被引：0
冰柜(侧开门),【授权公告】,同族：1,引证：0,被引：0
冰柜(跨界新型),【授权公告】,同族：1,引证：0,被引：0
冰箱(玻璃面),【授权公告】,同族：1,引证：0,被引：0
展示柜(高档豪华),【授权公告】,同族：1,引证：0,被引：0
冰箱(三门宽体),【授权公告】,同族：1,引证：0,被引：0
冰柜(蝶形门),【授权公告】,同族：1,引证：0,被引：0
冰箱(出口),【授权公告】,同族：1,引证：0,被引：0
冰箱(单门),【授权公告】,同族：1,引证：0,被引：0
